2707.9	0.0	
2841.9	0.0	
2445.9	0.0	
3261.6	0.0	
2279.4	1021.8	
5791.3	18.8	
2716.6	14.7	
2865.6	0.0	
15149.9	0.0	
2367.6	955.0	
2812.5	207.1	
2236.2	519.2	
2616.8	0.0	
2559.5	51.8	
3170.5	0.0	
2660.2	0.2	
2198.1	2183.2	
2567.1	2.3	
2774.0	0.0	
2622.6	267.2	
2493.5	41.7	
2524.0	510.8	
2304.8	91.8	
2420.1	0.0	
4522.1	45.0	
2361.6	0.2	
2475.9	0.0	
2458.6	349.1	
2172.7	1887.0	
2122.9	2568.3	
2725.0	0.0	
2818.1	58.1	
2360.2	925.8	
2908.8	0.0	
2437.8	234.9	
2633.1	0.0	
2599.1	13.8	
2390.1	25.1	
2592.1	2.9	
2492.7	27.0	
2688.9	0.0	
2281.1	1009.0	
2408.0	0.0	
2449.6	5.1	
2542.0	0.0	
2458.9	706.0	
2597.8	0.0	
2322.3	2771.0	
2322.1	0.0	
2367.8	1460.2	
2391.6	0.2	
2505.9	0.0	
2621.0	0.0	
2533.2	1.5	
2723.9	0.9	
2233.5	401.2	
2440.0	206.2	
2434.5	162.2	
2541.3	174.7	
2363.5	149.0	
2370.4	41.5	
2435.2	85.3	
2441.1	2.6	
2263.4	462.2	
2401.1	0.0	
2745.3	7.1	
2462.4	32.4	
2452.8	74.9	
2572.0	0.0	
2475.9	25.1	
2181.2	2178.0	
12645.5	0.0	
3285.8	0.0	
2363.4	26.9	
2588.5	134.8	
2415.0	40.2	
2494.2	242.4	
2432.1	4.2	
2235.3	252.7	
2453.8	1079.3	
2279.2	402.8	
2477.4	2486.3	
2422.4	0.2	
2389.0	0.0	
2785.0	0.0	
2191.6	1277.8	
3448.0	3.3	
2317.3	1437.2	
2467.3	144.8	
2235.4	1694.0	
2969.8	501.4	
2321.5	92.4	
2082.1	1997.4	
2566.6	14.1	
2444.3	0.0	
2346.8	16.2	
2922.9	2.1	
2502.0	50.9	
2602.0	0.0	
2984.0	89.2	
2820.0	0.9	
2193.9	1000.4	
14894.0	1629.7	
2852.8	34.2	
2740.0	257.1	
2516.8	24.5	
2101.4	3293.2	
2062.9	2072.0	
2818.7	219.6	
15071.6	0.0	
9261.0	46.4	
15993.3	0.0	
2765.5	61.5	
2644.5	0.0	
2515.7	0.0	
2358.5	2383.0	
2468.9	4.2	
2323.4	51.9	
2686.6	0.0	
2424.6	0.0	
2543.4	10.6	
2604.6	1.4	
14716.2	483.5	
2772.3	15.1	
6579.4	0.0	
3940.8	1065.6	
2472.1	14.0	
2652.7	3637.3	
2728.7	0.0	
2075.6	2034.2	
2332.7	0.0	
2466.7	0.0	
3277.2	0.0	
2934.1	464.8	
2782.2	344.1	
2117.9	2048.3	
2503.6	0.0	
2637.6	0.0	
2801.0	0.9	
2636.7	8.8	
2723.6	52.1	
2264.0	661.3	
2605.9	1361.2	
2678.8	6.6	
2452.0	31.2	
4015.0	0.0	
2426.4	2.9	
2674.5	0.0	
2946.7	3.8	
3661.1	0.0	
2716.6	0.0	
6673.6	0.0	
2490.7	1232.2	
2440.0	6.1	
2454.6	0.0	
2035.6	3739.9	
2360.4	3.2	
2391.5	38.3	
3021.5	0.0	
2625.5	0.0	
3045.2	0.0	
2302.6	1363.8	
2945.0	4.4	
2496.7	0.0	
15380.0	0.0	
3441.2	0.0	
2302.4	65.4	
2868.0	5.7	
2738.0	119.3	
2667.6	0.0	
2378.4	24.1	
2720.5	8.5	
2405.6	0.0	
2827.5	0.1	
2052.5	3309.7	
2704.5	0.0	
2130.3	1819.1	
2609.3	39.3	
2838.5	0.0	
2313.7	0.0	
2512.4	3395.5	
2484.6	0.0	
2618.6	0.0	
2269.0	205.8	
3051.5	0.0	
9364.0	24.0	
2789.5	0.0	
2393.5	0.0	
2857.8	2.3	
2268.0	2284.8	
4447.8	0.0	
2455.2	26.0	
2465.9	51.5	
2566.0	109.1	
2697.6	0.0	
2826.4	0.0	
2637.9	2.3	
3259.3	0.0	
2448.8	0.0	
15318.2	72.3	
2625.5	13.0	
2287.4	112.3	
2356.9	0.0	
2648.6	0.0	
2450.7	540.0	
2659.6	15.3	
3210.3	0.0	
3081.5	0.0	
2494.6	637.6	
2287.3	206.6	
3167.7	3.6	
2948.3	0.0	
2819.5	0.0	
2962.1	96.0	
2811.5	187.9	
2569.9	0.0	
2856.4	0.0	
