52 39 25 32 64 70 65 19 31 69 27 11 28 78 77 33 34 76 20 72 74 21 40 55 73 57 61 87 6 17 46 35 18 48 45 47 71 38 22 66 54 53 3 24 82 44 81 7 83 16 59 88 41 13 43 37 85 42 99 90 92 26 51 68 75 49 0 30 29 50 8 80 2 67 23 79 62 63 10 89 9 1 14 56 86 96 12 94 91 97 98 93 5 58 4 60 15 84 36 95 
30 29 50 8 80 2 67 23 79 26 51 68 75 49 94 91 97 98 93 5 1 14 56 86 96 12 46 35 18 48 45 47 32 64 70 65 19 31 69 20 72 74 21 40 55 73 57 41 13 43 37 85 42 99 90 92 82 44 81 7 83 16 59 88 58 4 60 15 84 36 95 61 87 6 17 62 63 10 89 9 0 71 38 22 66 54 53 3 24 52 39 25 27 11 28 78 77 33 34 76 
62 10 63 48 45 47 71 38 22 66 54 53 3 24 46 35 18 89 9 0 61 87 6 17 20 72 74 21 40 55 73 57 52 39 25 26 51 68 75 49 94 91 97 98 93 5 41 13 43 37 85 42 99 90 92 1 14 56 86 96 12 58 4 60 15 84 36 95 82 44 81 7 83 16 59 88 32 64 70 65 19 31 69 27 11 28 78 77 33 34 76 30 29 50 8 80 2 67 23 79 
52 39 25 61 87 6 17 26 51 68 75 49 62 10 63 48 45 47 1 14 56 86 42 99 90 92 46 35 18 89 9 0 32 64 70 65 19 31 69 82 44 81 7 83 95 94 91 97 98 93 5 58 4 60 15 84 36 96 12 41 13 43 37 85 16 59 88 30 29 50 8 80 2 67 23 79 20 72 74 21 40 55 73 57 71 38 22 66 54 53 3 24 27 11 28 78 77 33 34 76 
46 35 18 89 9 0 52 39 25 32 64 70 65 19 31 69 51 61 87 6 94 91 97 98 93 5 95 26 68 75 49 27 11 28 78 77 33 34 76 20 72 74 21 40 55 73 57 62 10 63 48 45 47 44 82 81 7 17 58 4 60 15 84 83 16 59 88 71 38 22 66 54 53 3 24 30 29 50 8 80 2 67 23 79 1 14 56 86 42 99 90 92 41 13 43 37 85 36 96 12 
52 39 25 62 10 63 48 45 47 46 35 18 89 9 0 30 61 87 6 7 1 14 56 86 96 12 82 44 81 17 5 51 68 75 49 26 29 50 8 80 2 67 23 79 32 64 70 65 19 31 69 27 11 28 78 77 33 34 76 4 60 84 98 93 95 94 58 97 15 85 83 16 59 88 91 41 13 43 37 42 36 99 90 92 20 72 74 21 40 55 73 57 71 38 22 66 54 53 3 24 
82 44 81 17 5 4 60 84 98 93 52 39 25 32 64 70 65 19 31 69 30 61 87 6 7 46 35 18 48 45 47 62 63 10 89 9 0 51 68 75 49 26 29 50 8 80 2 67 23 79 1 14 56 86 96 95 12 91 41 13 43 37 42 36 99 90 92 71 38 22 66 54 53 3 24 94 58 97 15 85 83 16 59 88 27 11 28 78 77 33 34 76 20 72 74 21 40 55 73 57 
52 39 25 82 44 81 17 5 4 60 84 98 93 62 10 63 48 45 47 30 61 87 6 7 32 64 70 65 19 31 69 46 35 18 89 9 0 1 14 56 86 96 95 12 94 58 97 15 85 83 16 59 88 27 11 28 78 77 33 34 76 51 68 75 49 26 29 50 8 80 2 67 23 79 20 72 74 21 40 55 73 57 71 38 22 66 54 53 3 24 91 41 13 43 37 42 36 99 90 92 
52 39 25 82 44 81 17 5 46 35 18 48 45 47 58 4 60 84 98 93 62 63 10 89 9 31 69 71 38 22 66 54 53 3 24 30 61 87 6 7 94 91 97 15 85 83 16 59 88 32 64 70 65 19 0 51 68 75 49 26 29 50 8 80 2 67 23 79 27 11 28 78 77 33 34 76 20 72 74 21 40 55 73 57 1 14 56 86 96 95 12 41 13 43 37 42 36 99 90 92 
94 91 97 15 85 83 16 59 88 58 41 13 43 37 42 36 99 90 92 4 60 84 98 93 95 1 14 56 86 96 12 26 29 50 8 80 49 51 68 75 78 2 67 23 79 76 82 44 81 17 5 30 61 87 6 7 32 64 70 65 19 31 69 62 63 10 89 9 71 38 22 66 54 53 3 24 20 72 74 21 40 55 73 57 52 39 25 27 11 28 77 33 34 0 46 35 18 48 45 47 
