72 21 73 71 20 86 56 1 57 38 22 66 54 24 25 41 14 40 74 55 3 27 75 78 53 23 79 11 29 50 8 65 0 49 32 28 77 33 34 76 62 63 48 47 81 6 51 35 46 18 7 45 16 92 58 94 13 43 37 42 99 93 91 36 97 84 15 85 90 96 12 82 44 60 83 4 59 88 95 98 5 61 10 89 19 31 69 26 68 87 9 30 64 70 80 2 67 17 39 52 
26 68 87 9 30 17 62 63 48 47 6 51 49 32 28 77 33 34 76 27 75 78 53 23 79 11 94 13 43 37 42 99 93 91 36 97 84 90 15 85 16 92 58 38 22 66 54 24 25 1 41 14 40 74 55 3 95 98 5 29 50 8 65 0 64 70 80 2 67 86 56 96 12 82 44 60 83 4 59 88 72 21 73 71 20 57 35 46 18 7 45 81 61 10 89 19 31 69 39 52 
17 39 52 61 10 89 9 30 27 75 78 67 82 44 60 83 4 59 88 94 13 43 37 42 99 93 26 68 87 64 70 80 19 31 69 29 50 8 65 0 62 63 48 47 81 6 51 49 32 28 77 33 34 2 76 86 56 1 57 72 21 53 23 79 11 91 36 97 84 15 85 90 96 12 95 98 5 35 46 18 7 45 16 92 58 38 22 66 54 3 24 25 41 14 40 74 55 73 71 20 
17 26 68 87 86 56 1 57 27 75 78 2 67 39 52 64 70 80 19 31 69 29 50 8 65 0 62 63 48 47 81 6 51 95 98 5 38 22 66 54 3 24 25 94 13 43 37 42 99 93 49 32 28 77 33 34 76 41 14 40 74 55 73 20 61 10 89 9 30 72 21 71 53 23 79 11 91 36 97 84 15 85 90 96 12 82 44 60 83 4 59 88 35 46 18 7 45 16 92 58 
72 21 53 23 79 11 1 41 14 40 74 55 73 71 20 57 35 46 18 7 45 81 82 44 60 83 4 59 88 27 75 78 67 49 32 28 77 33 34 2 76 94 13 43 37 42 99 93 91 36 97 84 90 15 85 16 92 58 86 56 96 12 95 98 5 64 70 80 19 31 69 26 68 87 29 50 8 65 0 38 22 66 54 3 24 25 39 52 61 10 89 9 30 62 63 48 47 6 51 17 
49 32 28 77 33 34 76 27 75 78 2 67 1 41 14 40 74 55 73 20 57 72 21 71 53 23 79 11 35 46 18 7 45 81 82 44 60 83 4 59 88 94 13 43 37 42 99 93 91 36 97 84 90 15 85 16 92 58 86 56 96 12 95 98 5 64 70 80 19 31 69 26 68 87 29 50 8 65 0 38 22 66 54 3 24 25 39 52 61 10 89 9 30 62 63 48 47 6 51 17 
17 39 52 61 10 89 9 30 26 68 87 86 56 1 29 50 8 65 0 64 70 80 19 31 69 27 75 78 67 95 98 5 49 32 28 77 33 34 2 76 82 44 60 83 4 59 88 35 46 18 7 45 16 92 58 91 36 97 84 15 85 90 96 12 94 13 43 37 42 99 93 41 14 40 74 55 73 71 20 57 62 63 48 47 81 6 51 38 22 66 54 3 24 25 72 21 53 23 79 11 
39 52 17 27 75 78 2 67 61 10 89 9 30 95 98 5 86 56 1 26 68 87 29 50 8 65 0 64 70 80 19 31 69 38 22 66 54 3 24 25 49 32 28 77 33 34 76 72 21 71 53 23 79 11 41 14 40 74 55 73 20 57 82 44 60 83 4 59 88 62 63 48 47 81 6 51 91 36 97 84 15 85 90 96 12 94 13 43 37 42 99 93 35 46 18 7 45 16 92 58 
17 61 10 89 9 30 26 68 87 86 56 1 82 44 60 83 4 59 88 62 63 48 47 81 6 51 72 21 53 23 79 11 27 75 78 2 67 95 98 5 41 14 40 74 55 73 71 20 57 64 70 80 19 31 69 49 32 28 77 33 34 76 29 50 8 65 0 91 36 97 84 15 85 90 96 12 38 22 66 54 3 24 25 94 13 43 37 42 99 93 35 46 18 7 45 16 92 58 39 52 
17 26 68 87 61 10 89 9 30 39 52 86 56 1 29 50 8 65 0 27 75 78 2 67 64 70 80 19 31 69 35 46 18 7 45 16 92 58 49 32 28 77 33 34 76 82 44 60 83 4 59 88 38 22 66 54 3 24 25 41 14 40 74 55 73 71 20 57 62 63 48 47 81 6 51 72 21 53 23 79 11 94 13 43 37 42 99 93 95 98 5 91 97 84 90 15 85 36 96 12 
